"Species","CLIMATE","REALM","TAXA","StudyMethod","ABUNDANCE_TYPE","BIOMASS_TYPE","ObsEventID","rarefyID","STUDY_ID","YEAR","PLOT","cell","Abundance","Biomass"
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694540__2003","172_694540",172,2003,"",694540,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693818__2004","172_693818",172,2004,"",693818,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693819__2004","172_693819",172,2004,"",693819,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707692__2000","172_707692",172,2000,"",707692,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707691__2000","172_707691",172,2000,"",707691,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696725__2007","172_696725",172,2007,"",696725,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695267__2007","172_695267",172,2007,"",695267,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2001","172_695275",172,2001,"",695275,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2001","172_693082",172,2001,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2001","172_695276",172,2001,"",695276,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2001","172_693082",172,2001,"",693082,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2002","172_693087",172,2002,"",693087,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2002","172_691626",172,2002,"",691626,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2002","172_691626",172,2002,"",691626,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694544__2003","172_694544",172,2003,"",694544,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693087__2003","172_693087",172,2003,"",693087,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696002__2004","172_696002",172,2004,"",696002,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695273__2004","172_695273",172,2004,"",695273,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2004","172_693811",172,2004,"",693811,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2007","172_695992",172,2007,"",695992,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707691__2009","172_707691",172,2009,"",707691,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_707691__2000","172_707691",172,2000,"",707691,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696010__2000","172_696010",172,2000,"",696010,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692357__2000","172_692357",172,2000,"",692357,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2002","172_694545",172,2002,"",694545,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2002","172_694547",172,2002,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693085__2002","172_693085",172,2002,"",693085,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691625__2002","172_691625",172,2002,"",691625,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2004","172_692353",172,2004,"",692353,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_705500__2000","172_705500",172,2000,"",705500,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695275__2000","172_695275",172,2000,"",695275,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693814__2000","172_693814",172,2000,"",693814,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2002","172_693817",172,2002,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2002","172_692356",172,2002,"",692356,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691630__2002","172_691630",172,2002,"",691630,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_690901__2002","172_690901",172,2002,"",690901,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2003","172_695992",172,2003,"",695992,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2003","172_694547",172,2003,"",694547,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693093__2003","172_693093",172,2003,"",693093,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2004","172_691626",172,2004,"",691626,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693813__2005","172_693813",172,2005,"",693813,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693813__2005","172_693813",172,2005,"",693813,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693814__2005","172_693814",172,2005,"",693814,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2005","172_695280",172,2005,"",695280,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2005","172_695281",172,2005,"",695281,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2005","172_695280",172,2005,"",695280,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2005","172_695280",172,2005,"",695280,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2005","172_693817",172,2005,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694550__2005","172_694550",172,2005,"",694550,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694553__2005","172_694553",172,2005,"",694553,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2000","172_693815",172,2000,"",693815,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693085__2000","172_693085",172,2000,"",693085,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692356__2000","172_692356",172,2000,"",692356,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2001","172_706230",172,2001,"",706230,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2003","172_693817",172,2003,"",693817,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693086__2003","172_693086",172,2003,"",693086,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695276__2005","172_695276",172,2005,"",695276,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2005","172_693817",172,2005,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2006","172_695281",172,2006,"",695281,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2006","172_695281",172,2006,"",695281,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2006","172_695281",172,2006,"",695281,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693811__2008","172_693811",172,2008,"",693811,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706960__2009","172_706960",172,2009,"",706960,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706230__2009","172_706230",172,2009,"",706230,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_706962__2000","172_706962",172,2000,"",706962,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2001","172_695272",172,2001,"",695272,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693082__2001","172_693082",172,2001,"",693082,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2003","172_695280",172,2003,"",695280,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2003","172_695280",172,2003,"",695280,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694550__2003","172_694550",172,2003,"",694550,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_681393__2004","172_681393",172,2004,"",681393,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_679935__2004","172_679935",172,2004,"",679935,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_679935__2004","172_679935",172,2004,"",679935,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_679206__2004","172_679206",172,2004,"",679206,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2005","172_695281",172,2005,"",695281,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694545__2006","172_694545",172,2006,"",694545,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692353__2006","172_692353",172,2006,"",692353,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695281__2006","172_695281",172,2006,"",695281,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691622__2006","172_691622",172,2006,"",691622,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2007","172_691626",172,2007,"",691626,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2007","172_691626",172,2007,"",691626,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713529__2008","172_713529",172,2008,"",713529,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2008","172_695280",172,2008,"",695280,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2008","172_693817",172,2008,"",693817,38,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695280__2008","172_695280",172,2008,"",695280,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691626__2008","172_691626",172,2008,"",691626,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693823__2008","172_693823",172,2008,"",693823,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713525__2009","172_713525",172,2009,"",713525,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713525__2009","172_713525",172,2009,"",713525,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_713526__2009","172_713526",172,2009,"",713526,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712795__2009","172_712795",172,2009,"",712795,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_712797__2009","172_712797",172,2009,"",712797,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696721__2000","172_696721",172,2000,"",696721,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696721__2000","172_696721",172,2000,"",696721,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696722__2000","172_696722",172,2000,"",696722,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694547__2000","172_694547",172,2000,"",694547,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_696001__2001","172_696001",172,2001,"",696001,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695271__2001","172_695271",172,2001,"",695271,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695272__2001","172_695272",172,2001,"",695272,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_698178__2002","172_698178",172,2002,"",698178,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_692355__2000","172_692355",172,2000,"",692355,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_691625__2000","172_691625",172,2000,"",691625,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694544__2001","172_694544",172,2001,"",694544,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2001","172_694543",172,2001,"",694543,175,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2001","172_694543",172,2001,"",694543,18,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693083__2001","172_693083",172,2001,"",693083,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_694543__2002","172_694543",172,2002,"",694543,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693815__2002","172_693815",172,2002,"",693815,75,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_693817__2002","172_693817",172,2002,"",693817,5,0
"ITIS:203446","Temperate","Marine","All","ML","Count","","172_695992__2003","172_695992",172,2003,"",695992,5,0
